Status;Emotional state;Pose;Friendly name;Animation name;Animation type;Transition;Look ats;Tags;Dialog generator - animation speed;Generator generator - animation weight
;;;question 02;high_standing_leaning2_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_standing_leaning2_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_leaning2_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to High Standing 2 Determined;high_standing_leaning2_determined_to_high_standing2_determined;Transition;High, Determined, Standing2;;;0.72-1.0;0.4-1.0
;;Standing Leaning Back;idle;high_standing_leaning_back_determined_idle;Idle;;high_standing_leaning_back_determined_body_lookat, high_standing_leaning_back_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_leaning_back_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;explain 1;high_standing_leaning_back_determined_gesture_explaining_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 2;high_standing_leaning_back_determined_gesture_explaining_2;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 3;high_standing_leaning_back_determined_gesture_explaining_3;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_leaning_back_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;high_standing_leaning_back_determined_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 05;high_standing_leaning_back_determined_gesture_explain_05;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 06;high_standing_leaning_back_determined_gesture_explain_06;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 07;high_standing_leaning_back_determined_gesture_explain_07;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 1;high_standing_leaning_back_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 2;high_standing_leaning_back_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 3;high_standing_leaning_back_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 4;high_standing_leaning_back_determined_gesture_question_04;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 5;high_standing_leaning_back_determined_gesture_question_05;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question taunt 1;high_standing_leaning_back_determined_gesture_question_taunt_1;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;whistle;high_standing_leaning_back_determined_gesture_whistle;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;Standing Leaning Back 2;idle;high_standing_leaning_back2_determined_idle;Idle;;high_standing_leaning_back2_determined_body_lookat, high_standing_leaning_back2_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_leaning_back2_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing_leaning_back2_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing_leaning_back2_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;high_standing_leaning_back2_determined_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 05;high_standing_leaning_back2_determined_gesture_explain_05;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 06;high_standing_leaning_back2_determined_gesture_explain_06;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 07;high_standing_leaning_back2_determined_gesture_explain_07;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;high_standing_leaning_back2_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_standing_leaning_back2_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_standing_leaning_back2_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;count to three;high_standing_leaning_back2_determined_gesture_count_to_three;Gesture;;;;0.72-1.0;0.4-1.0
;;;crazy;high_standing_leaning_back2_determined_gesture_crazy;Gesture;;;;0.72-1.0;0.4-1.0
;;;question taunt 1;high_standing_leaning_back2_determined_gesture_question_taunt_1;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;you;high_standing_leaning_back2_determined_gesture_you;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;you idiot;high_standing_leaning_back2_determined_gesture_you_idiot;Gesture;;;;0.72-1.0;0.4-1.0
;;;whistle;high_standing_leaning_back2_determined_gesture_whistle;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_leaning_back2_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined no hands;high_standing_leaning_back2_to_high_standing_determined_no_hands;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Ground Leaning Back Bored;high_standing_leaning_back_determined_to_low_sitting_ground_leaning_back_bored;Transition;Low, Bored, Sitting Ground Leaning Back;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;high_sitting_leaning_determined_idle;Idle;;high_sitting_leaning_determined_body_lookat, high_sitting_leaning_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;enter front;high_sitting_leaning_determined_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;high_sitting_leaning_determined_enter_left;Enter;;;;0.72-1.0;0.4-1.0
;;;exit left;high_sitting_leaning_determined_exit_left;Exit;;;;0.72-1.0;0.4-1.0
;;;drink vodka;high_sitting_leaning_determined_gesture_drink_vodka;Gesture;;;;0.72-1.0;0.4-1.0
;;;drink vodka mug;high_sitting_leaning_determined_gesture_drink_vodka_mug;Gesture;;;;0.72-1.0;0.4-1.0
;;;explain 01;high_sitting_leaning_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_sitting_leaning_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_sitting_leaning_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;high_sitting_leaning_determined_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 1;high_sitting_leaning_determined_gesture_question_1 ;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 2;high_sitting_leaning_determined_gesture_question_2 ;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 3;high_sitting_leaning_determined_gesture_question_3 ;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 01;high_sitting_leaning_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_sitting_leaning_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_sitting_leaning_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;shout 01;high_sitting_leaning_determined_gesture_shout_01;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;shout 02;high_sitting_leaning_determined_gesture_shout_02;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;drink 01;high_sitting_leaning_determined_gesture_drink_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;drink 02;high_sitting_leaning_determined_gesture_drink_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;(q505) give sword;high_sitting_leaning_determined_gesture_give_sword;Gesture;;;;0.72-1.0;0.4-1.0
;;;talking nodding;high_sitting_leaning_determined_gesture_talking_nodding ;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;head talking 1;high_sitting_leaning_determined_gesture_head_talking_1 ;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;head talking 2;high_sitting_leaning_determined_gesture_head_talking_2 ;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;Explaining 1;high_sitting_leaning_determined_gesture_explaining_1 ;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;head question;high_sitting_leaning_determined_gesture_head_question ;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;you threat;high_sitting_leaning_determined_gesture_you_threat;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_sitting_leaning_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined (walk right);high_sitting_determined_walk_right_to_high_standing_determined ;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to High Standing2 Determined;high_sitting_leaning_determined_to_high_standing2_determined;Transition;High, Determined, Standing2;;;0.72-1.0;0.4-1.0
;;;to: High Standing Proud;high_sitting_leaning_determined_to_high_standing_proud;Transition;High, Proud, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_sitting_leaning_determined_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Determined;high_sitting_leaning_determined_to_high_sitting_determined;Transition;High, Determined, Sitting;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Bored;high_sitting_leaning_determined_to_high_sitting_bored;Transition;High, Bored, Sitting;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Aggressive;high_sitting_leaning_determined_to_high_sitting_leaning_aggressive;Transition;High, Aggressive, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined;high_sitting_leaning_determined_to_high_sitting_leaning_proud;Transition;High, Proud, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;walk right to: Hight Standing Determined;high_sitting_leaning_determined_walk_right_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;walk left 90 to: High Standing Determined;high_sitting_leaning_determined_walk_left_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;walk back to: Low Standing Aggressive;high_sitting_leaning_determined_walk_back_to_low_standing_aggressive;Transition;Low, Aggressive, Standing;;;0.72-1.0;0.4-1.0
;;;lean;high_sitting_leaning_determined_gesture_lean;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;decline;high_sitting_leaning_determined_gesture_decline;Gesture;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning Cup;idle;high_sitting_leaning_cup_determined_idle;Idle;;high_sitting_leaning_determined_body_lookat, high_sitting_leaning_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;drink 01;high_sitting_leaning_cup_determined_gesture_drink_01;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;Kneeling;idle;high_kneeling_determined_idle;Idle;;high_kneeling_determined_body_lookat, high_kneeling_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;high_kneeling_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_kneeling_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_kneeling_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;high_kneeling_determined_gesture_question_1;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_kneeling_determined_gesture_question_2;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_kneeling_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 04;high_kneeling_determined_gesture_question_04;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 05;high_kneeling_determined_gesture_question_05;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;cuddle goat;high_kneeling_determined_gesture_cuddle_goat;Gesture;;;;0.72-1.0;0.4-1.0
;;;reach for sword;high_kneeling_determined_gesture_reach_for_sword;Gesture;;;;0.72-1.0;0.4-1.0
;;;search;high_kneeling_determined_gesture_search;Gesture;;;;0.72-1.0;0.4-1.0
;;;take;high_kneeling_determined_gesture_take;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_kneeling_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Kneeling Hold Book;idle;high_kneeling_determined_hold_book_idle;Idle;;high_kneeling_determined_body_lookat, high_kneeling_determined_head_lookat;;0.72-1.0;0.4-1.0
;;Laying;idle;high_lying_ground_determined_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Respectful Bow;idle;chamberlain_respecful_bow_idle;Idle;;high_standing_devastated_body_lookat, high_standing_devastated_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;chamberlain_respectful_bow_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Channeling;idle;high_channeling_determined_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;push;high_channeling_determined_gesture_push;Gesture;;;;0.72-1.0;0.4-1.0
;;;pull;high_channeling_determined_gesture_pull;Gesture;;;;0.72-1.0;0.4-1.0
;;;kill;high_channeling_determined_gesture_kill;Gesture;;;;0.72-1.0;0.4-1.0
;;;bend forward;high_channeling_determined_gesture_bend_forward;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_channeling_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;Devastated;Standing;idle;high_standing_devastated_idle;Idle;;high_standing_devastated_body_lookat, high_standing_devastated_head_lookat;;0.72-1.0;0.4-1.0
;;;enter back;high_standing_devastated_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;high_standing_devastated_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;high_standing_devastated_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;high_standing_devastated_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;high_standing_devastated_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit front;high_standing_devastated_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;high_standing_devastated_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit right;high_standing_devastated_exit_rightside;Exit;;;;0.72-1.0;0.4-1.0
;;;turn 180 left;high_standing_devastated_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;high_standing_devastated_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;high_standing_devastated_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;high_standing_devastated_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;question 01;high_standing_devastated_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_standing_devastated_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_standing_devastated_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;worried;high_standing_devastated_gesture_worried;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;2 steps right turn 90;high_standing_devastated_walk_2_steps_right_turn_90;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing 2 Devastated;high_standing_devastated_to_high_standing2_devastated;Transition;High, Devastated, Standing 2;;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_standing_devastated_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Kneeling Devastated;high_standing_devastated_drop_to_low_kneeling_devastated;Transition;Low, Devastated, Kneeling;;;0.72-1.0;0.4-1.0
;;Standing 2;idle;high_standing_devastated2_idle;Idle;;high_standing_devastated_body_lookat, high_standing_devastated_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Devastated;high_standing2_devastated_to_high_standing_devastated;Transition;High, Devastated, Standing;;;0.72-1.0;0.4-1.0
;;Sitting;idle;high_sitting_devastated_idle;Idle;;high_sitting_devastated_body_lookat, high_sitting_devastated_head_lookat;;0.72-1.0;0.4-1.0
;;;weight shift 1;high_sitting_devastated_gesture_weight_shift_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;high_standing_leaning_devastated_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;high_sitting_leaning_devastated_idle;Idle;;high_sitting_leaning_devastated_body_lookat, high_sitting_leaning_devastated_head_lookat;;0.72-1.0;0.4-1.0
;;;enter back;high_sitting_leaning_devastated_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;high_sitting_leaning_devastated_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Laying;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;Happy;Standing;idle;high_standing_happy_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;idle additive fingers;high_standing_happy_additive_fingers;Gesture;;;;0.72-1.0;0.4-1.0
;;;enter back;high_standing_happy_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;high_standing_happy_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;high_standing_happy_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;high_standing_happy_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;high_standing_happy_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit front;high_standing_happy_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;high_standing_happy_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit right;high_standing_happy_exit_rightside;Exit;;;;0.72-1.0;0.4-1.0
;;;amazed;high_standing_happy_gesture_amazed;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;both hands 1;high_standing_happy_gesture_both_hands_1;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;bow;high_standing_happy_gesture_bow;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;show;high_standing_happy_gesture_show;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;shrug;high_standing_happy_gesture_shrug;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;acknowledge;high_standing_happy_gesture_acknowledge;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;point back;high_standing_happy_gesture_point_back ;Gesture;;;;0.72-1.0;0.4-1.0
;;;point forward;high_standing_happy_gesture_point_forward;Gesture;;;;0.72-1.0;0.4-1.0
;;;right hand 1;high_standing_happy_gesture_right_hand_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;right hand 2;high_standing_happy_gesture_right_hand_2;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_happy_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing_happy_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing_happy_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;high_standing_happy_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 05;high_standing_happy_gesture_explain_05;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 06;high_standing_happy_gesture_explain_06;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;high_standing_happy_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_standing_happy_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_standing_happy_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_happy_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Proud;high_standing_happy_to_high_standing_proud;Transition;High, Proud, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Respectful Bow;high_standing_happy_to_low_respectful_bow;Transition;Low, Respectful, Bow;;;0.72-1.0;0.4-1.0
;;;turn 180 left;high_standing_happy_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;high_standing_happy_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;high_standing_happy_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;high_standing_happy_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_standing_happy_to_high_standing_sad ;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;raise hands;high_standing_happy_gesture_raise_hands ;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;point right;high_standing_happy_gesture_point_right ;Gesture;;;;0.72-1.0;0.4-1.0
;;;point front;high_standing_happy_gesture_point_front ;Gesture;;;;0.72-1.0;0.4-1.0
;;;point back;high_standing_happy_gesture_point_back ;Gesture;;;;0.72-1.0;0.4-1.0
;;;point left;high_standing_happy_gesture_point_left ;Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 left;high_standing_happy_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;high_standing_happy_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;high_standing_happy_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;high_standing_happy_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;Sitting;idle;high_sitting_happy_idle;Idle;;high_sitting_happy_body_lookat, high_sitting_happy_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Hold Glass;idle;high_sitting_happy_hold_glass_idle;Idle;;high_sitting_happy_body_lookat, high_sitting_happy_head_lookat;;0.72-1.0;0.4-1.0
;;;additive drunk;high_sitting_happy_hold_glass_additive_drunk;Gesture;;;;0.72-1.0;0.4-1.0
;;;agitate wine;high_sitting_happy_hold_glass_gesture_agitate_wine;Gesture;;;;0.72-1.0;0.4-1.0
;;;drink_01;high_sitting_happy_hold_glass_gesture_drink_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;drink_02;high_sitting_happy_hold_glass_gesture_drink_02;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;high_standing_leaning_happy_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;high_sitting_leaning_happy_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;enter front;high_sitting_leaning_happy_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Lying;idle;high_lying_down_happy_idle;Idle;;high_lying_down_happy_body_lookat, high_lying_down_happy_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;Proud;Standing;idle;high_standing_proud_idle;Idle;;high_standing_proud_body_lookat, high_standing_proud_head_lookat;;0.72-1.0;0.4-1.0
;;;enter back;high_standing_proud_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;"enter back ""welcome""";high_standing_proud_enter_back_gesture_welcome;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;high_standing_proud_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;"enter front ""welcome""";high_standing_proud_enter_frontal_gesture_welcome;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;high_standing_proud_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;high_standing_proud_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;high_standing_proud_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit front;high_standing_proud_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;"exit front ""handgesture""";high_standing_proud_exit_frontal_handgesture;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;high_standing_proud_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit right;high_standing_proud_exit_rightside;Exit;;;;0.72-1.0;0.4-1.0
;;;one step back;high_standing_proud_one_step_back;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps back;high_standing_proud_two_steps_back;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;three steps back;high_standing_proud_three_steps_back;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;one step forward;high_standing_proud_one_step_forward;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps forward;high_standing_proud_two_steps_forward;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;three steps forward;high_standing_proud_three_steps_forward;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;one step left;high_standing_proud_one_step_left;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps left;high_standing_proud_two_steps_left;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;three steps left;high_standing_proud_three_steps_left;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;one step right;high_standing_proud_one_step_right;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps right;high_standing_proud_two_steps_right;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;three steps right;high_standing_proud_three_steps_right;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;one step left 90;high_standing_proud_one_step_left_90;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps left 90;high_standing_proud_two_steps_left_90;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;three steps left 90;high_standing_proud_three_steps_left_90;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;one step right 90;high_standing_proud_one_step_right_90;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps right 90;high_standing_proud_one_step_right_90;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;three steps right 90;high_standing_proud_one_step_right_90;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps forward casual;high_standing_proud_walk_two_steps_forward_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;three steps forward casual;high_standing_proud_walk_three_steps_forward_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps back casual;high_standing_proud_walk_two_steps_back_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;three steps back casual;high_standing_proud_walk_three_steps_back_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps left casual;high_standing_proud_walk_two_steps_left_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps right casual;high_standing_proud_walk_two_steps_right_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps left 90 casual;high_standing_proud_walk_two_steps_left_90_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps right 90 casual;high_standing_proud_walk_two_steps_right_90_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
